full,city,state,extraversion,neuroticism,agreeableness,conscientiousness,openness,pop,lat,long,extraversion_scaled,neuroticism_scaled,agreeableness_scaled,conscientiousness_scaled,openness_scaled,extraversion_percentile,neuroticism_percentile,agreeableness_percentile,conscientiousness_percentile,openness_percentile
Greeley CO,Greeley,Colorado,-0.01,-0.08,0.09,0.06,0.04,88957,40.42,-104.74,-0.06666666666666676,-0.3750000000000001,0.39534883720930236,0.5652173913043479,0.1282051282051282,0.367816091954023,0.04342273307790549,0.9080459770114943,0.9578544061302682,0.7113665389527458
Alhambra CA,Alhambra,California,-0.06,0.03,0.01,-0.1,-0.12,88857,34.08,-118.13,-0.4,0.3125,0.023255813953488413,-0.8260869565217392,-0.6923076923076923,0.0421455938697318,0.7305236270753512,0.37420178799489145,0.005108556832694764,0.006385696040868455
Sparks NV,Sparks,Nevada,-0.02,-0.03,0.1,0.03,-0.04,88518,39.54,-119.74,-0.1333333333333333,-0.0625,0.4418604651162792,0.30434782608695654,-0.28205128205128216,0.2656449553001277,0.2656449553001277,0.9425287356321839,0.776500638569604,0.2260536398467433
Warwick RI,Warwick,Rhode Island,-0.02,0.1,0.01,-0.02,-0.13,88443,41.7,-71.42,-0.1333333333333333,0.7500000000000002,0.023255813953488413,-0.13043478260869568,-0.7435897435897436,0.2656449553001277,0.9693486590038314,0.37420178799489145,0.2515964240102171,0.002554278416347382
Murfreesboro TN,Murfreesboro,Tennessee,0.03,0.03,0.03,0.01,-0.04,88161,35.85,-86.39,0.19999999999999996,0.3125,0.11627906976744184,0.1304347826086958,-0.28205128205128216,0.7675606641123882,0.7305236270753512,0.5389527458492975,0.5593869731800766,0.2260536398467433
San Angelo TX,San Angelo,Texas,-0.02,-0,-0.02,0.02,-0.09,88143,31.45,-100.45,-0.1333333333333333,0.125,-0.11627906976744184,0.21739130434782616,-0.5384615384615385,0.2656449553001277,0.5108556832694764,0.20178799489144317,0.6743295019157088,0.034482758620689655
Victorville CA,Victorville,California,-0.03,0.05,-0.02,-0.03,0.01,87903,34.52,-117.33,-0.19999999999999996,0.4374999999999998,-0.11627906976744184,-0.21739130434782605,-0.02564102564102566,0.17879948914431673,0.8326947637292464,0.20178799489144317,0.17879948914431673,0.5325670498084292
Hawthorne CA,Hawthorne,California,-0.02,0.01,-0.01,-0.06,0.03,87677,33.91,-118.35,-0.1333333333333333,0.1875,-0.06976744186046513,-0.4782608695652174,0.07692307692307687,0.2656449553001277,0.5874840357598978,0.24521072796934865,0.04469987228607918,0.6564495530012772
Nashua NH,Nashua,New Hampshire,-0.05,0.07,0.07,-0.03,-0.05,87113,42.75,-71.49,-0.33333333333333337,0.5625,0.30232558139534893,-0.21739130434782605,-0.33333333333333337,0.06768837803320563,0.9003831417624522,0.8173690932311622,0.17879948914431673,0.17624521072796934
Santa Maria CA,Santa Maria,California,-0.03,-0.06,0.11,-0.01,0.07,87107,34.94,-120.44,-0.19999999999999996,-0.25,0.4883720930232558,-0.04347826086956519,0.28205128205128194,0.17879948914431673,0.09578544061302682,0.9655172413793104,0.3397190293742018,0.8403575989782887
Broken Arrow OK,Broken Arrow,Oklahoma,0,-0.01,0.09,-0.03,-0.05,86817,36.04,-95.79,0,0.06249999999999978,0.39534883720930236,-0.21739130434782605,-0.33333333333333337,0.48148148148148145,0.43167305236270753,0.9080459770114943,0.17879948914431673,0.17624521072796934
Plantation FL,Plantation,Florida,0.03,-0.05,-0.01,0.03,0.05,86330,26.13,-80.26,0.19999999999999996,-0.1875,-0.06976744186046513,0.30434782608695654,0.1794871794871793,0.7675606641123882,0.13026819923371646,0.24521072796934865,0.776500638569604,0.7586206896551724
Whittier CA,Whittier,California,0.01,-0.06,0,-0.03,0.05,86182,33.97,-118.02,0.06666666666666665,-0.25,-0.023255813953488413,-0.21739130434782605,0.1794871794871793,0.5632183908045977,0.09578544061302682,0.3090676883780332,0.17879948914431673,0.7586206896551724
Santa Barbara CA,Santa Barbara,California,0.05,-0,0.04,-0.06,0.12,86115,34.43,-119.72,0.3333333333333335,0.125,0.16279069767441867,-0.4782608695652174,0.5384615384615383,0.8837803320561941,0.5108556832694764,0.6232439335887612,0.04469987228607918,0.9425287356321839
Longmont CO,Longmont,Colorado,-0.06,0.03,0.02,-0,-0.02,85988,40.17,-105.11,-0.4,0.3125,0.06976744186046502,0.04347826086956519,-0.17948717948717952,0.0421455938697318,0.7305236270753512,0.46360153256704983,0.46998722860791825,0.34227330779054915
Yuma AZ,Yuma,Arizona,-0.03,0.02,-0,0.05,-0.07,85720,32.68,-114.62,-0.19999999999999996,0.24999999999999978,-0.023255813953488413,0.4782608695652173,-0.435897435897436,0.17879948914431673,0.6564495530012772,0.3090676883780332,0.9169859514687101,0.08939974457215837
Hillsboro OR,Hillsboro,Oregon,-0.05,-0.07,0.13,0.02,-0.01,85046,45.53,-122.94,-0.33333333333333337,-0.3125000000000001,0.5813953488372092,0.21739130434782616,-0.1282051282051283,0.06768837803320563,0.06385696040868455,0.9859514687100894,0.6743295019157088,0.40229885057471265
Newton MA,Newton,Massachusetts,0.05,0.01,0.07,0.02,-0.01,84969,42.33,-71.21,0.3333333333333335,0.1875,0.30232558139534893,0.21739130434782616,-0.1282051282051283,0.8837803320561941,0.5874840357598978,0.8173690932311622,0.6743295019157088,0.40229885057471265
Norwalk CT,Norwalk,Connecticut,-0.01,-0.04,-0.02,0.01,0.01,84801,41.09,-73.42,-0.06666666666666676,-0.1250000000000001,-0.11627906976744184,0.1304347826086958,-0.02564102564102566,0.367816091954023,0.19284802043422733,0.20178799489144317,0.5593869731800766,0.5325670498084292
Trenton NJ,Trenton,New Jersey,0.11,-0.1,-0.17,-0.04,-0.05,84653,40.22,-74.76,0.7333333333333334,-0.5000000000000001,-0.8139534883720931,-0.30434782608695654,-0.33333333333333337,0.9846743295019157,0.02681992337164751,0.002554278416347382,0.1111111111111111,0.17624521072796934
Deltona FL,Deltona,Florida,-0.06,0.03,-0.01,0.04,-0.05,84646,28.91,-81.21,-0.4,0.3125,-0.06976744186046513,0.39130434782608714,-0.33333333333333337,0.0421455938697318,0.7305236270753512,0.24521072796934865,0.8671775223499362,0.17624521072796934
Duluth MN,Duluth,Minnesota,-0.03,-0.01,0.03,0.02,-0.05,84472,46.78,-92.12,-0.19999999999999996,0.06249999999999978,0.11627906976744184,0.21739130434782616,-0.33333333333333337,0.17879948914431673,0.43167305236270753,0.5389527458492975,0.6743295019157088,0.17624521072796934
Allen TX,Allen,Texas,0.01,-0.04,0.14,-0.02,-0.03,84467,33.11,-96.67,0.06666666666666665,-0.1250000000000001,0.627906976744186,-0.13043478260869568,-0.23076923076923084,0.5632183908045977,0.19284802043422733,0.9910600255427842,0.2515964240102171,0.2848020434227331
Westland MI,Westland,Michigan,-0.03,0.1,-0.06,-0.01,-0.06,84414,42.32,-83.38,-0.19999999999999996,0.7500000000000002,-0.3023255813953488,-0.04347826086956519,-0.3846153846153847,0.17879948914431673,0.9693486590038314,0.08556832694763729,0.3397190293742018,0.12643678160919541
Suffolk VA,Suffolk,Virginia,-0.05,0.06,-0,-0,-0.05,84396,36.7,-76.64,-0.33333333333333337,0.5,-0.023255813953488413,0.04347826086956519,-0.33333333333333337,0.06768837803320563,0.876117496807152,0.3090676883780332,0.46998722860791825,0.17624521072796934
Lawrence KS,Lawrence,Kansas,-0.02,-0.02,0.04,-0.02,0.04,83948,38.96,-95.26,-0.1333333333333333,0,0.16279069767441867,-0.13043478260869568,0.1282051282051282,0.2656449553001277,0.3397190293742018,0.6232439335887612,0.2515964240102171,0.7113665389527458
Beaverton OR,Beaverton,Oregon,-0.05,-0.02,0.09,-0.02,-0.02,83920,45.48,-122.82,-0.33333333333333337,0,0.39534883720930236,-0.13043478260869568,-0.17948717948717952,0.06768837803320563,0.3397190293742018,0.9080459770114943,0.2515964240102171,0.34227330779054915
Cranston RI,Cranston,Rhode Island,-0.01,0.12,-0.01,-0,-0.04,83595,41.77,-71.48,-0.06666666666666676,0.875,-0.06976744186046513,0.04347826086956519,-0.28205128205128216,0.367816091954023,0.9897828863346104,0.24521072796934865,0.46998722860791825,0.2260536398467433
North Charleston SC,North Charleston,South Carolina,0.02,-0.01,0.02,-0.01,-0.07,83247,32.91,-80.04,0.1333333333333333,0.06249999999999978,0.06976744186046502,-0.04347826086956519,-0.435897435897436,0.6730523627075351,0.43167305236270753,0.46360153256704983,0.3397190293742018,0.08939974457215837
Kent WA,Kent,Washington,-0.02,-0.08,0.1,0.04,-0.1,82896,47.39,-122.24,-0.1333333333333333,-0.3750000000000001,0.4418604651162792,0.39130434782608714,-0.5897435897435899,0.2656449553001277,0.04342273307790549,0.9425287356321839,0.8671775223499362,0.022988505747126436
Sioux City IA,Sioux City,Iowa,0.01,0.07,0.01,-0.01,-0.09,82863,42.5,-96.39,0.06666666666666665,0.5625,0.023255813953488413,-0.04347826086956519,-0.5384615384615385,0.5632183908045977,0.9003831417624522,0.37420178799489145,0.3397190293742018,0.034482758620689655
Lakewood CA,Lakewood,California,0.01,-0.05,0.11,0.03,0.01,82632,33.85,-118.12,0.06666666666666665,-0.1875,0.4883720930232558,0.30434782608695654,-0.02564102564102566,0.5632183908045977,0.13026819923371646,0.9655172413793104,0.776500638569604,0.5325670498084292
Fort Smith AR,Fort Smith,Arkansas,0.02,-0.01,0.03,0.01,0.02,82304,35.37,-94.38,0.1333333333333333,0.06249999999999978,0.11627906976744184,0.1304347826086958,0.02564102564102555,0.6730523627075351,0.43167305236270753,0.5389527458492975,0.5593869731800766,0.5951468710089399
Parma OH,Parma,Ohio,-0.03,0.1,0,0.03,-0.09,81917,41.38,-81.73,-0.19999999999999996,0.7500000000000002,-0.023255813953488413,0.30434782608695654,-0.5384615384615385,0.17879948914431673,0.9693486590038314,0.3090676883780332,0.776500638569604,0.034482758620689655
Boca Raton FL,Boca Raton,Florida,0.05,-0.01,0.07,0.01,0.07,81868,26.37,-80.11,0.3333333333333335,0.06249999999999978,0.30232558139534893,0.1304347826086958,0.28205128205128194,0.8837803320561941,0.43167305236270753,0.8173690932311622,0.5593869731800766,0.8403575989782887
Livermore CA,Livermore,California,0,-0.04,0.09,0.01,-0,81787,37.69,-121.76,0,-0.1250000000000001,0.39534883720930236,0.1304347826086958,-0.07692307692307698,0.48148148148148145,0.19284802043422733,0.9080459770114943,0.5593869731800766,0.4661558109833972
Las Cruces NM,Las Cruces,New Mexico,-0.02,-0.02,0.01,0.02,0.06,81473,32.34,-106.76,-0.1333333333333333,0,0.023255813953488413,0.21739130434782616,0.23076923076923062,0.2656449553001277,0.3397190293742018,0.37420178799489145,0.6743295019157088,0.7994891443167306
Baldwin Park CA,Baldwin Park,California,-0,0.03,-0.02,-0.08,-0.01,81467,34.08,-117.97,0,0.3125,-0.11627906976744184,-0.6521739130434783,-0.1282051282051283,0.48148148148148145,0.7305236270753512,0.20178799489144317,0.017879948914431672,0.40229885057471265
Troy MI,Troy,Michigan,-0.04,0.02,0.04,-0.03,-0.02,81296,42.58,-83.14,-0.2666666666666667,0.24999999999999978,0.16279069767441867,-0.21739130434782605,-0.17948717948717952,0.10983397190293742,0.6564495530012772,0.6232439335887612,0.17879948914431673,0.34227330779054915
Chino Hills CA,Chino Hills,California,0.06,-0.09,0.02,-0.03,0.01,80817,33.97,-117.75,0.3999999999999999,-0.4375,0.06976744186046502,-0.21739130434782605,-0.02564102564102566,0.9233716475095786,0.031928480204342274,0.46360153256704983,0.17879948914431673,0.5325670498084292
College Station TX,College Station,Texas,-0.01,-0,0.02,-0,0.03,80627,30.6,-96.31,-0.06666666666666676,0.125,0.06976744186046502,0.04347826086956519,0.07692307692307687,0.367816091954023,0.5108556832694764,0.46360153256704983,0.46998722860791825,0.6564495530012772
Bloomington MN,Bloomington,Minnesota,0.03,-0.03,0.03,0.03,-0.07,80627,44.83,-93.32,0.19999999999999996,-0.0625,0.11627906976744184,0.30434782608695654,-0.435897435897436,0.7675606641123882,0.2656449553001277,0.5389527458492975,0.776500638569604,0.08939974457215837
Clifton NJ,Clifton,New Jersey,-0.01,0.1,-0.03,-0.03,-0.04,80446,40.86,-74.16,-0.06666666666666676,0.7500000000000002,-0.16279069767441867,-0.21739130434782605,-0.28205128205128216,0.367816091954023,0.9693486590038314,0.16219667943805874,0.17879948914431673,0.2260536398467433
Camden NJ,Camden,New Jersey,0.04,-0.06,-0.1,0.02,0.09,80393,39.94,-75.11,0.26666666666666683,-0.25,-0.4883720930232559,0.21739130434782616,0.3846153846153846,0.8301404853128991,0.09578544061302682,0.038314176245210725,0.6743295019157088,0.8914431673052363
Federal Way WA,Federal Way,Washington,0.03,-0.04,0.09,-0.02,-0.02,80336,47.31,-122.34,0.19999999999999996,-0.1250000000000001,0.39534883720930236,-0.13043478260869568,-0.17948717948717952,0.7675606641123882,0.19284802043422733,0.9080459770114943,0.2515964240102171,0.34227330779054915
Frisco TX,Frisco,Texas,0.04,-0.04,0.05,-0,-0.01,80192,33.14,-96.81,0.26666666666666683,-0.1250000000000001,0.2093023255813955,0.04347826086956519,-0.1282051282051283,0.8301404853128991,0.19284802043422733,0.6845466155810983,0.46998722860791825,0.40229885057471265
Tuscaloosa AL,Tuscaloosa,Alabama,0.04,-0.05,0.01,0.05,-0.04,80164,33.24,-87.54,0.26666666666666683,-0.1875,0.023255813953488413,0.4782608695652173,-0.28205128205128216,0.8301404853128991,0.13026819923371646,0.37420178799489145,0.9169859514687101,0.2260536398467433
San Leandro CA,San Leandro,California,0.02,-0.03,0.01,0.01,0.06,80015,37.71,-122.15,0.1333333333333333,-0.0625,0.023255813953488413,0.1304347826086958,0.23076923076923062,0.6730523627075351,0.2656449553001277,0.37420178799489145,0.5593869731800766,0.7994891443167306
Farmington Hills MI,Farmington Hills,Michigan,0.04,-0.05,0.02,-0.01,-0.07,79530,42.49,-83.38,0.26666666666666683,-0.1875,0.06976744186046502,-0.04347826086956519,-0.435897435897436,0.8301404853128991,0.13026819923371646,0.46360153256704983,0.3397190293742018,0.08939974457215837
Reading PA,Reading,Pennsylvania,-0.05,0.05,-0.03,0.04,-0.01,79476,40.34,-75.93,-0.33333333333333337,0.4374999999999998,-0.16279069767441867,0.39130434782608714,-0.1282051282051283,0.06768837803320563,0.8326947637292464,0.16219667943805874,0.8671775223499362,0.40229885057471265
Buena Park CA,Buena Park,California,-0,0.04,0.01,-0.03,0.03,79388,33.86,-118,0,0.375,0.023255813953488413,-0.21739130434782605,0.07692307692307687,0.48148148148148145,0.7969348659003831,0.37420178799489145,0.17879948914431673,0.6564495530012772
Newport Beach CA,Newport Beach,California,0.14,-0.11,0,0.04,0.04,79305,33.61,-117.87,0.9333333333333336,-0.5625,-0.023255813953488413,0.39130434782608714,0.1282051282051282,0.9948914431673053,0.019157088122605363,0.3090676883780332,0.8671775223499362,0.7113665389527458
Danbury CT,Danbury,Connecticut,0.02,0.04,-0.06,-0.02,0.02,79292,41.4,-73.47,0.1333333333333333,0.375,-0.3023255813953488,-0.13043478260869568,0.02564102564102555,0.6730523627075351,0.7969348659003831,0.08556832694763729,0.2515964240102171,0.5951468710089399
Avondale AZ,Avondale,Arizona,0.01,0.01,-0.03,-0.01,-0.1,79125,33.42,-112.32,0.06666666666666665,0.1875,-0.16279069767441867,-0.04347826086956519,-0.5897435897435899,0.5632183908045977,0.5874840357598978,0.16219667943805874,0.3397190293742018,0.022988505747126436
Racine WI,Racine,Wisconsin,-0.04,0.03,-0.07,0.05,-0.06,78703,42.73,-87.81,-0.2666666666666667,0.3125,-0.34883720930232565,0.4782608695652173,-0.3846153846153847,0.10983397190293742,0.7305236270753512,0.06768837803320563,0.9169859514687101,0.12643678160919541
Ogden UT,Ogden,Utah,-0.08,-0.01,0.09,0.05,-0.01,78572,41.23,-111.97,-0.5333333333333334,0.06249999999999978,0.39534883720930236,0.4782608695652173,-0.1282051282051283,0.008939974457215836,0.43167305236270753,0.9080459770114943,0.9169859514687101,0.40229885057471265
Sugar Land TX,Sugar Land,Texas,0.02,-0.05,0.02,-0.04,-0.04,78502,29.62,-95.62,0.1333333333333333,-0.1875,0.06976744186046502,-0.30434782608695654,-0.28205128205128216,0.6730523627075351,0.13026819923371646,0.46360153256704983,0.1111111111111111,0.2260536398467433
Hammond IN,Hammond,Indiana,0.01,0.08,-0.12,0.02,-0,78051,41.62,-87.49,0.06666666666666665,0.625,-0.5813953488372093,0.21739130434782616,-0.07692307692307698,0.5632183908045977,0.929757343550447,0.021711366538952746,0.6743295019157088,0.4661558109833972
Nampa ID,Nampa,Idaho,-0.04,-0,0.03,0.02,-0.11,77893,43.58,-116.56,-0.2666666666666667,0.125,0.11627906976744184,0.21739130434782616,-0.6410256410256411,0.10983397190293742,0.5108556832694764,0.5389527458492975,0.6743295019157088,0.01277139208173691
Napa CA,Napa,California,-0.05,0.11,-0.01,-0.07,0.02,77884,38.3,-122.3,-0.33333333333333337,0.8124999999999998,-0.06976744186046513,-0.5652173913043479,0.02564102564102555,0.06768837803320563,0.9833971902937421,0.24521072796934865,0.02554278416347382,0.5951468710089399
Canton OH,Canton,Ohio,-0.01,0.05,-0.06,0.04,-0.02,77575,40.81,-81.37,-0.06666666666666676,0.4374999999999998,-0.3023255813953488,0.39130434782608714,-0.17948717948717952,0.367816091954023,0.8326947637292464,0.08556832694763729,0.8671775223499362,0.34227330779054915
Melbourne FL,Melbourne,Florida,-0.01,-0.02,0.03,0.02,0.02,77320,28.11,-80.64,-0.06666666666666676,0,0.11627906976744184,0.21739130434782616,0.02564102564102555,0.367816091954023,0.3397190293742018,0.5389527458492975,0.6743295019157088,0.5951468710089399
Chino CA,Chino,California,0.02,-0.05,0.07,0.03,0.09,77147,34.01,-117.69,0.1333333333333333,-0.1875,0.30232558139534893,0.30434782608695654,0.3846153846153846,0.6730523627075351,0.13026819923371646,0.8173690932311622,0.776500638569604,0.8914431673052363
Decatur IL,Decatur,Illinois,-0.03,0.01,0,0.09,-0.06,77026,39.85,-88.93,-0.19999999999999996,0.1875,-0.023255813953488413,0.8260869565217392,-0.3846153846153847,0.17879948914431673,0.5874840357598978,0.3090676883780332,0.9923371647509579,0.12643678160919541
Champaign IL,Champaign,Illinois,-0.02,0.09,0.02,-0.01,0.01,76999,40.11,-88.26,-0.1333333333333333,0.6875,0.06976744186046502,-0.04347826086956519,-0.02564102564102566,0.2656449553001277,0.9489144316730523,0.46360153256704983,0.3397190293742018,0.5325670498084292
Lake Forest CA,Lake Forest,California,0.01,-0.02,0.1,-0.02,-0.01,76859,33.63,-117.7,0.06666666666666665,0,0.4418604651162792,-0.13043478260869568,-0.1282051282051283,0.5632183908045977,0.3397190293742018,0.9425287356321839,0.2515964240102171,0.40229885057471265
Roswell GA,Roswell,Georgia,-0,-0.03,0.01,-0.01,0.03,76825,34.04,-84.36,0,-0.0625,0.023255813953488413,-0.04347826086956519,0.07692307692307687,0.48148148148148145,0.2656449553001277,0.37420178799489145,0.3397190293742018,0.6564495530012772
Youngstown OH,Youngstown,Ohio,0.04,-0.03,-0.06,0.09,0.06,76590,41.1,-80.65,0.26666666666666683,-0.0625,-0.3023255813953488,0.8260869565217392,0.23076923076923062,0.8301404853128991,0.2656449553001277,0.08556832694763729,0.9923371647509579,0.7994891443167306
Southfield MI,Southfield,Michigan,0.02,-0.12,0.03,0.06,0.04,76506,42.48,-83.26,0.1333333333333333,-0.625,0.11627906976744184,0.5652173913043479,0.1282051282051282,0.6730523627075351,0.011494252873563218,0.5389527458492975,0.9578544061302682,0.7113665389527458
Bellflower CA,Bellflower,California,-0.03,-0.05,0.06,-0.01,0.04,76437,33.89,-118.13,-0.19999999999999996,-0.1875,0.2558139534883721,-0.04347826086956519,0.1282051282051282,0.17879948914431673,0.13026819923371646,0.7535121328224776,0.3397190293742018,0.7113665389527458
Longview TX,Longview,Texas,0.02,-0,0.08,-0,-0.02,76372,32.52,-94.76,0.1333333333333333,0.125,0.34883720930232553,0.04347826086956519,-0.17948717948717952,0.6730523627075351,0.5108556832694764,0.8735632183908046,0.46998722860791825,0.34227330779054915
Hesperia CA,Hesperia,California,-0.01,0.03,0.08,0.07,-0.02,75966,34.42,-117.3,-0.06666666666666676,0.3125,0.34883720930232553,0.6521739130434785,-0.17948717948717952,0.367816091954023,0.7305236270753512,0.8735632183908046,0.9731800766283525,0.34227330779054915
